История перемещений робота
Формат: {A, V, U}
[10251] {A=286.48, V=5, U=2}
[10252] {A=286.48, V=5, U=2}
[10253] {A=229.18, V=5, U=0}
[10254] {A=229.18, V=5, U=0}
[10255] {A=229.18, V=5, U=0}
[10256] {A=229.18, V=5, U=0}
[10257] {A=286.48, V=4, U=2}
[10258] {A=286.48, V=5, U=2}
[10259] {A=286.48, V=5, U=2}
[10260] {A=286.48, V=5, U=2}
[10261] {A=229.18, V=5, U=0}
[10262] {A=229.18, V=5, U=0}
[10263] {A=229.18, V=5, U=0}
[10264] {A=229.18, V=5, U=0}
[10265] {A=229.18, V=4, U=2}
[10266] {A=286.48, V=5, U=2}
[10267] {A=286.48, V=5, U=2}
[10268] {A=229.18, V=5, U=0}
[10269] {A=229.18, V=5, U=0}
[10270] {A=286.48, V=5, U=2}
[10271] {A=286.48, V=5, U=2}
[10272] {A=229.18, V=5, U=0}
[10273] {A=229.18, V=5, U=0}
[10274] {A=229.18, V=5, U=0}
[10275] {A=286.48, V=4, U=2}
[10276] {A=286.48, V=5, U=2}
[10277] {A=286.48, V=5, U=2}
[10278] {A=286.48, V=5, U=2}
[10279] {A=229.18, V=5, U=0}
[10280] {A=229.18, V=5, U=0}
[10281] {A=229.18, V=5, U=0}
[10282] {A=229.18, V=5, U=0}
[10283] {A=286.48, V=4, U=2}
[10284] {A=286.48, V=5, U=2}
[10285] {A=286.48, V=5, U=2}
[10286] {A=286.48, V=5, U=2}
[10287] {A=229.18, V=5, U=0}
[10288] {A=229.18, V=5, U=0}
[10289] {A=229.18, V=5, U=0}
[10290] {A=229.18, V=5, U=0}
[10291] {A=229.18, V=4, U=2}
[10292] {A=286.48, V=5, U=2}
[10293] {A=286.48, V=5, U=2}
[10294] {A=229.18, V=5, U=0}
[10295] {A=229.18, V=5, U=0}
[10296] {A=229.18, V=5, U=0}
[10297] {A=286.48, V=4, U=2}
[10298] {A=286.48, V=5, U=2}
[10299] {A=286.48, V=5, U=2}
[10300] {A=286.48, V=5, U=2}
[10301] {A=229.18, V=5, U=0}
[10302] {A=229.18, V=5, U=0}
[10303] {A=229.18, V=5, U=0}
[10304] {A=229.18, V=5, U=0}
[10305] {A=286.48, V=4, U=2}
[10306] {A=286.48, V=5, U=2}
[10307] {A=286.48, V=5, U=2}
[10308] {A=286.48, V=5, U=2}
[10309] {A=229.18, V=5, U=0}
[10310] {A=229.18, V=5, U=0}
[10311] {A=229.18, V=5, U=0}
[10312] {A=229.18, V=5, U=0}
[10313] {A=229.18, V=4, U=2}
[10314] {A=286.48, V=5, U=2}
[10315] {A=229.18, V=5, U=0}
[10316] {A=286.48, V=5, U=2}
[10317] {A=286.48, V=5, U=2}
[10318] {A=229.18, V=5, U=0}
[10319] {A=229.18, V=5, U=0}
[10320] {A=286.48, V=5, U=2}
[10321] {A=229.18, V=5, U=0}
[10322] {A=286.48, V=5, U=2}
[10323] {A=286.48, V=5, U=2}
[10324] {A=229.18, V=5, U=0}
[10325] {A=229.18, V=5, U=0}
[10326] {A=286.48, V=5, U=2}
[10327] {A=229.18, V=5, U=0}
[10328] {A=286.48, V=5, U=2}
[10329] {A=286.48, V=5, U=2}
[10330] {A=229.18, V=5, U=0}
[10331] {A=229.18, V=5, U=0}
[10332] {A=286.48, V=5, U=2}
[10333] {A=229.18, V=5, U=0}
[10334] {A=286.48, V=5, U=2}
[10335] {A=286.48, V=5, U=2}
[10336] {A=229.18, V=5, U=0}
[10337] {A=229.18, V=5, U=0}
[10338] {A=286.48, V=5, U=2}
[10339] {A=229.18, V=5, U=0}
[10340] {A=286.48, V=5, U=2}
[10341] {A=286.48, V=5, U=2}
[10342] {A=229.18, V=5, U=0}
[10343] {A=229.18, V=5, U=0}
[10344] {A=286.48, V=5, U=2}
[10345] {A=229.18, V=5, U=0}
[10346] {A=286.48, V=5, U=2}
[10347] {A=286.48, V=5, U=2}
[10348] {A=229.18, V=5, U=0}
[10349] {A=229.18, V=5, U=0}
[10350] {A=286.48, V=5, U=2}
[10351] {A=229.18, V=5, U=0}
[10352] {A=286.48, V=5, U=2}
[10353] {A=286.48, V=5, U=2}
[10354] {A=229.18, V=5, U=0}
[10355] {A=229.18, V=5, U=0}
[10356] {A=286.48, V=5, U=2}
[10357] {A=229.18, V=5, U=0}
[10358] {A=286.48, V=5, U=2}
[10359] {A=286.48, V=5, U=2}
[10360] {A=229.18, V=5, U=0}
[10361] {A=229.18, V=5, U=0}
[10362] {A=286.48, V=5, U=2}
[10363] {A=286.48, V=5, U=2}
[10364] {A=229.18, V=5, U=0}
[10365] {A=229.18, V=5, U=0}
[10366] {A=229.18, V=5, U=0}
[10367] {A=286.48, V=4, U=2}
[10368] {A=286.48, V=5, U=2}
[10369] {A=286.48, V=5, U=2}
[10370] {A=286.48, V=5, U=2}
[10371] {A=229.18, V=5, U=0}
[10372] {A=229.18, V=5, U=0}
[10373] {A=229.18, V=5, U=0}
[10374] {A=229.18, V=5, U=0}
[10375] {A=286.48, V=4, U=2}
[10376] {A=286.48, V=5, U=2}
[10377] {A=286.48, V=5, U=2}
[10378] {A=229.18, V=5, U=0}
[10379] {A=229.18, V=5, U=0}
[10380] {A=286.48, V=5, U=2}
[10381] {A=286.48, V=5, U=2}
[10382] {A=229.18, V=5, U=0}
[10383] {A=229.18, V=5, U=0}
[10384] {A=229.18, V=5, U=0}
[10385] {A=286.48, V=4, U=2}
[10386] {A=286.48, V=5, U=2}
[10387] {A=286.48, V=5, U=2}
[10388] {A=286.48, V=5, U=2}
[10389] {A=229.18, V=5, U=0}
[10390] {A=229.18, V=5, U=0}
[10391] {A=229.18, V=5, U=0}
[10392] {A=229.18, V=5, U=0}
[10393] {A=229.18, V=4, U=2}
[10394] {A=286.48, V=5, U=2}
[10395] {A=286.48, V=5, U=2}
[10396] {A=229.18, V=5, U=0}
[10397] {A=229.18, V=5, U=0}
[10398] {A=286.48, V=5, U=2}
[10399] {A=229.18, V=5, U=0}
[10400] {A=286.48, V=5, U=2}
[10401] {A=286.48, V=5, U=2}
[10402] {A=229.18, V=5, U=0}
[10403] {A=229.18, V=5, U=0}
[10404] {A=229.18, V=5, U=0}
[10405] {A=286.48, V=4, U=2}
[10406] {A=286.48, V=5, U=2}
[10407] {A=286.48, V=5, U=2}
[10408] {A=286.48, V=5, U=2}
[10409] {A=229.18, V=5, U=0}
[10410] {A=229.18, V=5, U=0}
[10411] {A=229.18, V=5, U=0}
[10412] {A=229.18, V=5, U=0}
[10413] {A=286.48, V=4, U=2}
[10414] {A=286.48, V=5, U=2}
[10415] {A=286.48, V=5, U=2}
[10416] {A=229.18, V=5, U=0}
[10417] {A=229.18, V=5, U=0}
[10418] {A=286.48, V=5, U=2}
[10419] {A=286.48, V=5, U=2}
[10420] {A=229.18, V=5, U=0}
[10421] {A=229.18, V=5, U=0}
[10422] {A=229.18, V=5, U=0}
[10423] {A=286.48, V=4, U=2}
[10424] {A=286.48, V=5, U=2}
[10425] {A=286.48, V=5, U=2}
[10426] {A=286.48, V=5, U=2}
[10427] {A=229.18, V=5, U=0}
[10428] {A=229.18, V=5, U=0}
[10429] {A=229.18, V=5, U=0}
[10430] {A=229.18, V=5, U=0}
[10431] {A=286.48, V=4, U=2}
[10432] {A=286.48, V=5, U=2}
[10433] {A=286.48, V=5, U=2}
[10434] {A=229.18, V=5, U=0}
[10435] {A=229.18, V=5, U=0}
[10436] {A=286.48, V=5, U=2}
[10437] {A=286.48, V=5, U=2}
[10438] {A=229.18, V=5, U=0}
[10439] {A=229.18, V=5, U=0}
[10440] {A=229.18, V=5, U=0}
[10441] {A=286.48, V=4, U=2}
[10442] {A=286.48, V=5, U=2}
[10443] {A=286.48, V=5, U=2}
[10444] {A=286.48, V=5, U=2}
[10445] {A=229.18, V=5, U=0}
[10446] {A=229.18, V=5, U=0}
[10447] {A=229.18, V=5, U=0}
[10448] {A=229.18, V=5, U=0}
[10449] {A=286.48, V=4, U=2}
[10450] {A=286.48, V=5, U=2}
[10451] {A=286.48, V=5, U=2}
[10452] {A=229.18, V=5, U=0}
[10453] {A=229.18, V=5, U=0}
[10454] {A=286.48, V=5, U=2}
[10455] {A=286.48, V=5, U=2}
[10456] {A=229.18, V=5, U=0}
[10457] {A=229.18, V=5, U=0}
[10458] {A=229.18, V=5, U=0}
[10459] {A=286.48, V=4, U=2}
[10460] {A=286.48, V=5, U=2}
[10461] {A=286.48, V=5, U=2}
[10462] {A=286.48, V=5, U=2}
[10463] {A=229.18, V=5, U=0}
[10464] {A=229.18, V=5, U=0}
[10465] {A=229.18, V=5, U=0}
[10466] {A=229.18, V=5, U=0}
[10467] {A=286.48, V=4, U=2}
[10468] {A=286.48, V=5, U=2}
[10469] {A=286.48, V=5, U=2}
[10470] {A=229.18, V=5, U=0}
[10471] {A=229.18, V=5, U=0}
[10472] {A=286.48, V=5, U=2}
[10473] {A=286.48, V=5, U=2}
[10474] {A=229.18, V=5, U=0}
[10475] {A=229.18, V=5, U=0}
[10476] {A=229.18, V=5, U=0}
[10477] {A=286.48, V=4, U=2}
[10478] {A=286.48, V=5, U=2}
[10479] {A=286.48, V=5, U=2}
[10480] {A=286.48, V=5, U=2}
[10481] {A=229.18, V=5, U=0}
[10482] {A=229.18, V=5, U=0}
[10483] {A=229.18, V=5, U=0}
[10484] {A=229.18, V=5, U=0}
[10485] {A=286.48, V=4, U=2}
[10486] {A=286.48, V=5, U=2}
[10487] {A=286.48, V=5, U=2}
[10488] {A=229.18, V=5, U=0}
[10489] {A=229.18, V=5, U=0}
[10490] {A=286.48, V=5, U=2}
[10491] {A=286.48, V=5, U=2}
[10492] {A=229.18, V=5, U=0}
[10493] {A=229.18, V=5, U=0}
[10494] {A=229.18, V=5, U=0}
[10495] {A=286.48, V=4, U=2}
[10496] {A=286.48, V=5, U=2}
[10497] {A=286.48, V=5, U=2}
[10498] {A=286.48, V=5, U=2}
[10499] {A=229.18, V=5, U=0}
[10500] {A=229.18, V=5, U=0}
[10501] {A=229.18, V=5, U=0}
[10502] {A=229.18, V=5, U=0}
[10503] {A=286.48, V=4, U=2}
[10504] {A=286.48, V=5, U=2}
[10505] {A=286.48, V=5, U=2}
[10506] {A=229.18, V=5, U=0}
[10507] {A=229.18, V=5, U=0}
[10508] {A=286.48, V=5, U=2}
[10509] {A=286.48, V=5, U=2}
[10510] {A=229.18, V=5, U=0}
[10511] {A=229.18, V=5, U=0}
[10512] {A=229.18, V=5, U=0}
[10513] {A=286.48, V=4, U=2}
[10514] {A=286.48, V=5, U=2}
[10515] {A=286.48, V=5, U=2}
[10516] {A=286.48, V=5, U=2}
[10517] {A=229.18, V=5, U=0}
[10518] {A=229.18, V=5, U=0}
[10519] {A=229.18, V=5, U=0}
[10520] {A=229.18, V=5, U=0}
[10521] {A=286.48, V=4, U=2}
[10522] {A=286.48, V=5, U=2}
[10523] {A=286.48, V=5, U=2}
[10524] {A=229.18, V=5, U=0}
[10525] {A=229.18, V=5, U=0}
[10526] {A=286.48, V=5, U=2}
[10527] {A=286.48, V=5, U=2}
[10528] {A=229.18, V=5, U=0}
[10529] {A=229.18, V=5, U=0}
[10530] {A=229.18, V=5, U=0}
[10531] {A=286.48, V=4, U=2}
[10532] {A=286.48, V=5, U=2}
[10533] {A=286.48, V=5, U=2}
[10534] {A=286.48, V=5, U=2}
[10535] {A=229.18, V=5, U=0}
[10536] {A=229.18, V=5, U=0}
[10537] {A=229.18, V=5, U=0}
[10538] {A=229.18, V=5, U=0}
[10539] {A=286.48, V=4, U=2}
[10540] {A=286.48, V=5, U=2}
[10541] {A=286.48, V=5, U=2}
[10542] {A=229.18, V=5, U=0}
[10543] {A=229.18, V=5, U=0}
[10544] {A=286.48, V=5, U=2}
[10545] {A=286.48, V=5, U=2}
[10546] {A=229.18, V=5, U=0}
[10547] {A=229.18, V=5, U=0}
[10548] {A=286.48, V=5, U=2}
[10549] {A=229.18, V=5, U=0}
[10550] {A=286.48, V=5, U=2}
[10551] {A=286.48, V=5, U=2}
[10552] {A=229.18, V=5, U=0}
[10553] {A=229.18, V=5, U=0}
[10554] {A=286.48, V=5, U=2}
[10555] {A=229.18, V=5, U=0}
[10556] {A=286.48, V=5, U=2}
[10557] {A=286.48, V=5, U=2}
[10558] {A=229.18, V=5, U=0}
[10559] {A=229.18, V=5, U=0}
[10560] {A=286.48, V=5, U=2}
[10561] {A=286.48, V=5, U=2}
[10562] {A=229.18, V=5, U=0}
[10563] {A=229.18, V=5, U=0}
[10564] {A=229.18, V=5, U=0}
[10565] {A=286.48, V=4, U=2}
[10566] {A=286.48, V=5, U=2}
[10567] {A=286.48, V=5, U=2}
[10568] {A=286.48, V=5, U=2}
[10569] {A=229.18, V=5, U=0}
[10570] {A=229.18, V=5, U=0}
[10571] {A=229.18, V=5, U=0}
[10572] {A=229.18, V=5, U=0}
[10573] {A=286.48, V=4, U=2}
[10574] {A=286.48, V=5, U=2}
[10575] {A=286.48, V=5, U=2}
[10576] {A=229.18, V=5, U=0}
[10577] {A=229.18, V=5, U=0}
[10578] {A=286.48, V=5, U=2}
[10579] {A=286.48, V=5, U=2}
[10580] {A=229.18, V=5, U=0}
[10581] {A=229.18, V=5, U=0}
[10582] {A=229.18, V=5, U=0}
[10583] {A=286.48, V=4, U=2}
[10584] {A=286.48, V=5, U=2}
[10585] {A=286.48, V=5, U=2}
[10586] {A=286.48, V=5, U=2}
[10587] {A=229.18, V=5, U=0}
[10588] {A=229.18, V=5, U=0}
[10589] {A=229.18, V=5, U=0}
[10590] {A=229.18, V=5, U=0}
[10591] {A=286.48, V=4, U=2}
[10592] {A=286.48, V=5, U=2}
[10593] {A=286.48, V=5, U=2}
[10594] {A=229.18, V=5, U=0}
[10595] {A=229.18, V=5, U=0}
[10596] {A=286.48, V=5, U=2}
[10597] {A=286.48, V=5, U=2}
[10598] {A=229.18, V=5, U=0}
[10599] {A=229.18, V=5, U=0}
[10600] {A=229.18, V=5, U=0}
[10601] {A=286.48, V=4, U=2}
[10602] {A=286.48, V=5, U=2}
[10603] {A=286.48, V=5, U=2}
[10604] {A=286.48, V=5, U=2}
[10605] {A=229.18, V=5, U=0}
[10606] {A=229.18, V=5, U=0}
[10607] {A=229.18, V=5, U=0}
[10608] {A=229.18, V=5, U=0}
[10609] {A=286.48, V=4, U=2}
[10610] {A=286.48, V=5, U=2}
[10611] {A=286.48, V=5, U=2}
[10612] {A=229.18, V=5, U=0}
[10613] {A=229.18, V=5, U=0}
[10614] {A=286.48, V=5, U=2}
[10615] {A=286.48, V=5, U=2}
[10616] {A=229.18, V=5, U=0}
[10617] {A=229.18, V=5, U=0}
[10618] {A=286.48, V=5, U=2}
[10619] {A=229.18, V=5, U=0}
[10620] {A=286.48, V=5, U=2}
[10621] {A=286.48, V=5, U=2}
[10622] {A=229.18, V=5, U=0}
[10623] {A=229.18, V=5, U=0}
[10624] {A=286.48, V=5, U=2}
[10625] {A=229.18, V=5, U=0}
[10626] {A=286.48, V=5, U=2}
[10627] {A=286.48, V=5, U=2}
[10628] {A=229.18, V=5, U=0}
[10629] {A=229.18, V=5, U=0}
[10630] {A=286.48, V=5, U=2}
[10631] {A=286.48, V=5, U=2}
[10632] {A=229.18, V=5, U=0}
[10633] {A=229.18, V=5, U=0}
[10634] {A=229.18, V=5, U=0}
[10635] {A=286.48, V=4, U=2}
[10636] {A=286.48, V=5, U=2}
[10637] {A=286.48, V=5, U=2}
[10638] {A=286.48, V=5, U=2}
[10639] {A=229.18, V=5, U=0}
[10640] {A=229.18, V=5, U=0}
[10641] {A=229.18, V=5, U=0}
[10642] {A=229.18, V=5, U=0}
[10643] {A=286.48, V=4, U=2}
[10644] {A=286.48, V=5, U=2}
[10645] {A=286.48, V=5, U=2}
[10646] {A=229.18, V=5, U=0}
[10647] {A=229.18, V=5, U=0}
[10648] {A=286.48, V=5, U=2}
[10649] {A=286.48, V=5, U=2}
[10650] {A=229.18, V=5, U=0}
[10651] {A=229.18, V=5, U=0}
[10652] {A=229.18, V=5, U=0}
[10653] {A=286.48, V=4, U=2}
[10654] {A=286.48, V=5, U=2}
[10655] {A=286.48, V=5, U=2}
[10656] {A=286.48, V=5, U=2}
[10657] {A=229.18, V=5, U=0}
[10658] {A=229.18, V=5, U=0}
[10659] {A=229.18, V=5, U=0}
[10660] {A=229.18, V=5, U=0}
[10661] {A=286.48, V=4, U=2}
[10662] {A=286.48, V=5, U=2}
[10663] {A=286.48, V=5, U=2}
[10664] {A=286.48, V=5, U=2}
[10665] {A=229.18, V=5, U=0}
[10666] {A=229.18, V=5, U=0}
[10667] {A=229.18, V=5, U=0}
[10668] {A=229.18, V=5, U=0}
[10669] {A=229.18, V=4, U=2}
[10670] {A=286.48, V=5, U=2}
[10671] {A=229.18, V=5, U=0}
[10672] {A=286.48, V=5, U=2}
[10673] {A=286.48, V=5, U=2}
[10674] {A=229.18, V=5, U=0}
[10675] {A=229.18, V=5, U=0}
[10676] {A=286.48, V=5, U=2}
[10677] {A=229.18, V=5, U=0}
[10678] {A=286.48, V=5, U=2}
[10679] {A=286.48, V=5, U=2}
[10680] {A=229.18, V=5, U=0}
[10681] {A=229.18, V=5, U=0}
[10682] {A=229.18, V=5, U=0}
[10683] {A=286.48, V=4, U=2}
[10684] {A=286.48, V=5, U=2}
[10685] {A=286.48, V=5, U=2}
[10686] {A=286.48, V=5, U=2}
[10687] {A=229.18, V=5, U=0}
[10688] {A=229.18, V=5, U=0}
[10689] {A=229.18, V=5, U=0}
[10690] {A=229.18, V=5, U=0}
[10691] {A=286.48, V=4, U=2}
[10692] {A=286.48, V=5, U=2}
[10693] {A=286.48, V=5, U=2}
[10694] {A=286.48, V=5, U=2}
[10695] {A=229.18, V=5, U=0}
[10696] {A=229.18, V=5, U=0}
[10697] {A=229.18, V=5, U=0}
[10698] {A=229.18, V=5, U=0}
[10699] {A=229.18, V=4, U=2}
[10700] {A=229.18, V=5, U=0}
[10701] {A=286.48, V=4, U=2}
[10702] {A=286.48, V=5, U=2}
[10703] {A=286.48, V=5, U=2}
[10704] {A=286.48, V=5, U=2}
[10705] {A=229.18, V=5, U=0}
[10706] {A=229.18, V=5, U=0}
[10707] {A=229.18, V=5, U=0}
[10708] {A=229.18, V=5, U=0}
[10709] {A=286.48, V=4, U=2}
[10710] {A=286.48, V=5, U=2}
[10711] {A=286.48, V=5, U=2}
[10712] {A=229.18, V=5, U=0}
[10713] {A=229.18, V=5, U=0}
[10714] {A=286.48, V=5, U=2}
[10715] {A=286.48, V=5, U=2}
[10716] {A=229.18, V=5, U=0}
[10717] {A=229.18, V=5, U=0}
[10718] {A=229.18, V=5, U=0}
[10719] {A=286.48, V=4, U=2}
[10720] {A=286.48, V=5, U=2}
[10721] {A=286.48, V=5, U=2}
[10722] {A=286.48, V=5, U=2}
[10723] {A=229.18, V=5, U=0}
[10724] {A=229.18, V=5, U=0}
[10725] {A=229.18, V=5, U=0}
[10726] {A=229.18, V=5, U=0}
[10727] {A=229.18, V=4, U=2}
[10728] {A=286.48, V=5, U=2}
[10729] {A=286.48, V=5, U=2}
[10730] {A=229.18, V=5, U=0}
[10731] {A=229.18, V=5, U=0}
[10732] {A=229.18, V=5, U=0}
[10733] {A=286.48, V=4, U=2}
[10734] {A=286.48, V=5, U=2}
[10735] {A=286.48, V=5, U=2}
[10736] {A=286.48, V=5, U=2}
[10737] {A=229.18, V=5, U=0}
[10738] {A=229.18, V=5, U=0}
[10739] {A=229.18, V=5, U=0}
[10740] {A=229.18, V=5, U=0}
[10741] {A=286.48, V=4, U=2}
[10742] {A=286.48, V=5, U=2}
[10743] {A=286.48, V=5, U=2}
[10744] {A=229.18, V=5, U=0}
[10745] {A=229.18, V=5, U=0}
[10746] {A=286.48, V=5, U=2}
[10747] {A=286.48, V=5, U=2}
[10748] {A=229.18, V=5, U=0}
[10749] {A=229.18, V=5, U=0}
[10750] {A=229.18, V=5, U=0}
[10751] {A=286.48, V=4, U=2}
[10752] {A=286.48, V=5, U=2}
[10753] {A=286.48, V=5, U=2}
[10754] {A=286.48, V=5, U=2}
[10755] {A=229.18, V=5, U=0}
[10756] {A=229.18, V=5, U=0}
[10757] {A=229.18, V=5, U=0}
[10758] {A=229.18, V=5, U=0}
[10759] {A=229.18, V=4, U=2}
[10760] {A=286.48, V=5, U=2}
[10761] {A=286.48, V=5, U=2}
[10762] {A=229.18, V=5, U=0}
[10763] {A=229.18, V=5, U=0}
[10764] {A=229.18, V=5, U=0}
[10765] {A=286.48, V=4, U=2}
[10766] {A=286.48, V=5, U=2}
[10767] {A=286.48, V=5, U=2}
[10768] {A=286.48, V=5, U=2}
[10769] {A=229.18, V=5, U=0}
[10770] {A=229.18, V=5, U=0}
[10771] {A=229.18, V=5, U=0}
[10772] {A=229.18, V=5, U=0}
[10773] {A=286.48, V=4, U=2}
[10774] {A=286.48, V=5, U=2}
[10775] {A=286.48, V=5, U=2}
[10776] {A=229.18, V=5, U=0}
[10777] {A=229.18, V=5, U=0}
[10778] {A=286.48, V=5, U=2}
[10779] {A=229.18, V=5, U=0}
[10780] {A=286.48, V=5, U=2}
[10781] {A=286.48, V=5, U=2}
[10782] {A=229.18, V=5, U=0}
[10783] {A=229.18, V=5, U=0}
[10784] {A=229.18, V=5, U=0}
[10785] {A=286.48, V=4, U=2}
[10786] {A=286.48, V=5, U=2}
[10787] {A=286.48, V=5, U=2}
[10788] {A=286.48, V=5, U=2}
[10789] {A=229.18, V=5, U=0}
[10790] {A=229.18, V=5, U=0}
[10791] {A=229.18, V=5, U=0}
[10792] {A=229.18, V=5, U=0}
[10793] {A=286.48, V=4, U=2}
[10794] {A=286.48, V=5, U=2}
[10795] {A=286.48, V=5, U=2}
[10796] {A=229.18, V=5, U=0}
[10797] {A=229.18, V=5, U=0}
[10798] {A=286.48, V=5, U=2}
[10799] {A=229.18, V=5, U=0}
[10800] {A=286.48, V=5, U=2}
[10801] {A=286.48, V=5, U=2}
[10802] {A=229.18, V=5, U=0}
[10803] {A=229.18, V=5, U=0}
[10804] {A=229.18, V=5, U=0}
[10805] {A=286.48, V=4, U=2}
[10806] {A=286.48, V=5, U=2}
[10807] {A=286.48, V=5, U=2}
[10808] {A=286.48, V=5, U=2}
[10809] {A=229.18, V=5, U=0}
[10810] {A=229.18, V=5, U=0}
[10811] {A=229.18, V=5, U=0}
[10812] {A=229.18, V=5, U=0}
[10813] {A=286.48, V=4, U=2}
[10814] {A=286.48, V=5, U=2}
[10815] {A=286.48, V=5, U=2}
[10816] {A=229.18, V=5, U=0}
[10817] {A=229.18, V=5, U=0}
[10818] {A=286.48, V=5, U=2}
[10819] {A=229.18, V=5, U=0}
[10820] {A=286.48, V=5, U=2}
[10821] {A=286.48, V=5, U=2}
[10822] {A=229.18, V=5, U=0}
[10823] {A=229.18, V=5, U=0}
[10824] {A=229.18, V=5, U=0}
[10825] {A=286.48, V=4, U=2}
[10826] {A=286.48, V=5, U=2}
[10827] {A=286.48, V=5, U=2}
[10828] {A=286.48, V=5, U=2}
[10829] {A=229.18, V=5, U=1}
[10830] {A=229.18, V=5, U=0}
[10831] {A=229.18, V=5, U=0}
[10832] {A=229.18, V=5, U=0}
[10833] {A=229.18, V=5, U=0}
[10834] {A=229.18, V=4, U=2}
[10835] {A=229.18, V=5, U=0}
[10836] {A=286.48, V=4, U=2}
[10837] {A=286.48, V=5, U=2}
[10838] {A=286.48, V=5, U=2}
[10839] {A=229.18, V=5, U=0}
[10840] {A=229.18, V=5, U=0}
[10841] {A=286.48, V=5, U=2}
[10842] {A=286.48, V=5, U=2}
[10843] {A=229.18, V=5, U=0}
[10844] {A=229.18, V=5, U=0}
[10845] {A=229.18, V=5, U=0}
[10846] {A=286.48, V=4, U=2}
[10847] {A=286.48, V=5, U=2}
[10848] {A=286.48, V=5, U=2}
[10849] {A=286.48, V=5, U=2}
[10850] {A=229.18, V=5, U=0}
[10851] {A=229.18, V=5, U=0}
[10852] {A=229.18, V=5, U=0}
[10853] {A=229.18, V=5, U=0}
[10854] {A=229.18, V=4, U=2}
[10855] {A=286.48, V=5, U=2}
[10856] {A=229.18, V=5, U=0}
[10857] {A=286.48, V=5, U=2}
[10858] {A=286.48, V=5, U=2}
[10859] {A=229.18, V=5, U=0}
[10860] {A=229.18, V=5, U=0}
[10861] {A=229.18, V=5, U=0}
[10862] {A=286.48, V=4, U=2}
[10863] {A=286.48, V=5, U=2}
[10864] {A=286.48, V=5, U=2}
[10865] {A=286.48, V=5, U=2}
[10866] {A=229.18, V=5, U=0}
[10867] {A=229.18, V=5, U=0}
[10868] {A=229.18, V=5, U=0}
[10869] {A=229.18, V=5, U=0}
[10870] {A=229.18, V=4, U=2}
[10871] {A=286.48, V=5, U=2}
[10872] {A=229.18, V=5, U=0}
[10873] {A=286.48, V=5, U=2}
[10874] {A=286.48, V=5, U=2}
[10875] {A=229.18, V=5, U=0}
[10876] {A=229.18, V=5, U=0}
[10877] {A=229.18, V=5, U=0}
[10878] {A=286.48, V=4, U=2}
[10879] {A=286.48, V=5, U=2}
[10880] {A=286.48, V=5, U=2}
[10881] {A=286.48, V=5, U=2}
[10882] {A=229.18, V=5, U=0}
[10883] {A=229.18, V=5, U=0}
[10884] {A=229.18, V=5, U=0}
[10885] {A=229.18, V=5, U=0}
[10886] {A=229.18, V=4, U=2}
[10887] {A=229.18, V=5, U=0}
[10888] {A=286.48, V=4, U=2}
[10889] {A=286.48, V=5, U=2}
[10890] {A=286.48, V=5, U=2}
[10891] {A=286.48, V=5, U=2}
[10892] {A=229.18, V=5, U=0}
[10893] {A=229.18, V=5, U=0}
[10894] {A=229.18, V=5, U=0}
[10895] {A=229.18, V=5, U=0}
[10896] {A=229.18, V=4, U=2}
[10897] {A=286.48, V=5, U=2}
[10898] {A=229.18, V=5, U=0}
[10899] {A=286.48, V=5, U=2}
[10900] {A=286.48, V=5, U=2}
[10901] {A=229.18, V=5, U=0}
[10902] {A=229.18, V=5, U=0}
[10903] {A=229.18, V=5, U=0}
[10904] {A=286.48, V=4, U=2}
[10905] {A=286.48, V=5, U=1}
[10906] {A=229.18, V=5, U=0}
[10907] {A=229.18, V=5, U=0}
[10908] {A=229.18, V=4, U=2}
[10909] {A=229.18, V=5, U=0}
[10910] {A=229.18, V=4, U=2}
[10911] {A=229.18, V=5, U=0}
[10912] {A=229.18, V=4, U=2}
[10913] {A=229.18, V=5, U=0}
[10914] {A=229.18, V=4, U=2}
[10915] {A=286.48, V=5, U=2}
[10916] {A=286.48, V=5, U=2}
[10917] {A=286.48, V=5, U=2}
[10918] {A=286.48, V=5, U=2}
[10919] {A=286.48, V=5, U=2}
[10920] {A=286.48, V=6, U=1}
[10921] {A=286.48, V=6, U=1}
[10922] {A=286.48, V=6, U=1}
[10923] {A=229.18, V=6, U=0}
[10924] {A=229.18, V=5, U=0}
[10925] {A=229.18, V=5, U=0}
[10926] {A=286.48, V=5, U=2}
[10927] {A=286.48, V=5, U=2}
[10928] {A=286.48, V=5, U=2}
[10929] {A=229.18, V=6, U=0}
[10930] {A=229.18, V=5, U=0}
[10931] {A=229.18, V=5, U=0}
[10932] {A=286.48, V=5, U=2}
[10933] {A=286.48, V=5, U=2}
[10934] {A=286.48, V=5, U=2}
[10935] {A=229.18, V=6, U=0}
[10936] {A=229.18, V=5, U=0}
[10937] {A=229.18, V=5, U=0}
[10938] {A=286.48, V=5, U=2}
[10939] {A=286.48, V=5, U=2}
[10940] {A=286.48, V=5, U=2}
[10941] {A=229.18, V=6, U=0}
[10942] {A=229.18, V=5, U=0}
[10943] {A=229.18, V=5, U=0}
[10944] {A=286.48, V=5, U=2}
[10945] {A=286.48, V=5, U=2}
[10946] {A=286.48, V=5, U=2}
[10947] {A=229.18, V=6, U=0}
[10948] {A=229.18, V=5, U=0}
[10949] {A=229.18, V=5, U=0}
